형태소,품사,그룹명,카운트
비교,Noun,SEVENTEEN(세븐틴),1
비교,Noun,TWICE,1
비극,Noun,BTS(방탄소년단),2
비극,Noun,EXO,1
비극,Noun,NCT U,1
비글,Noun,BTS(방탄소년단),2
비기와,Verb,BTS(방탄소년단),1
비꼬이고,Verb,SEVENTEEN(세븐틴),1
비꼬이는,Verb,SEVENTEEN(세븐틴),1
비는,Verb,BTS(방탄소년단),4
비도,Noun,BTS(방탄소년단),1
비등,Noun,SEVENTEEN(세븐틴),2
비디오,Noun,BTS(방탄소년단),1
비례,Noun,BTS(방탄소년단),2
비로소,Noun,BTS(방탄소년단),4
비로소,Noun,SEVENTEEN(세븐틴),1
비록,Noun,EXO,1
비림,Noun,BTS(방탄소년단),1
비명,Noun,NCT U,1
비밀,Noun,BTS(방탄소년단),2
비밀,Noun,EXO,23
비밀,Noun,NCT U,1
비밀,Noun,Red Velvet(레드벨벳),10
비밀,Noun,SEVENTEEN(세븐틴),5
비밀,Noun,TWICE,6
비바람,Noun,BLACKPINK,1
비바람,Noun,BTS(방탄소년단),3
비바람,Noun,EXO,1
비바람,Noun,SEVENTEEN(세븐틴),1
비벼,Verb,TWICE,1
비보,Noun,BTS(방탄소년단),1
비비고,Noun,SEVENTEEN(세븐틴),1
비빔밥,Noun,BTS(방탄소년단),1
비스듬해,Noun,NCT U,1
비스듬해,Noun,SEVENTEEN(세븐틴),1
비슷비슷,Noun,TWICE,1
비슷하지도,Adjective,TWICE,1
비슷한,Adjective,BLACKPINK,2
비슷한,Adjective,BTS(방탄소년단),2
비슷한,Adjective,NCT U,1
비슷해,Adjective,NCT U,1
비실이,Noun,BTS(방탄소년단),1
비싸고,Adjective,BTS(방탄소년단),1
비싼,Adjective,Lady Gaga & BLACKPINK,1
비약,Noun,BTS(방탄소년단),2
비약,Noun,TWICE,1
비어,Noun,BTS(방탄소년단),2
비어,Noun,EXO,1
비어,Noun,SEVENTEEN(세븐틴),2
비어있던,Verb,BTS(방탄소년단),1
비어있어,Verb,SEVENTEEN(세븐틴),2
비었잖아,Verb,EXO,1
비우고,Verb,BTS(방탄소년단),1
비우는,Verb,NCT U,1
비우는,Verb,TWICE,1
비우니,Verb,BTS(방탄소년단),1
비운,Noun,EXO,1
비울게,Verb,Red Velvet(레드벨벳),1
비웃던,Verb,BTS(방탄소년단),1
비웃듯,Verb,NCT U,1
비웃어,Verb,SEVENTEEN(세븐틴),1
비웃어라,Verb,BLACKPINK,2
비웃지,Verb,BTS(방탄소년단),1
비워,Verb,EXO,1
비워,Verb,SEVENTEEN(세븐틴),5
비워,Verb,TWICE,2
비워가네,Verb,BTS(방탄소년단),1
비워내고,Verb,BLACKPINK,1
비워내도,Verb,NCT U,1
비워내지,Verb,EXO,2
비웠어,Verb,BTS(방탄소년단),1
비정상,Noun,BTS(방탄소년단),1
비주,Noun,SEVENTEEN(세븐틴),1
비중,Noun,TWICE,1
비즈니스,Noun,BTS(방탄소년단),1
비지,Noun,NCT U,1
비처럼,Noun,BTS(방탄소년단),1
비처럼,Noun,NCT U,1
비처럼,Noun,Red Velvet(레드벨벳),2
비쳐요,Verb,Red Velvet(레드벨벳),1
비쳐진,Verb,BTS(방탄소년단),4
비추고,Verb,EXO,1
비추나,Verb,EXO,4
비추네,Verb,EXO,1
비추는,Verb,BTS(방탄소년단),2
비추는,Verb,EXO,4
비추는,Verb,SEVENTEEN(세븐틴),1
비추는,Verb,TWICE,1
비추니,Verb,BTS(방탄소년단),1
비추던,Verb,Red Velvet(레드벨벳),2
비추면,Verb,EXO,5
비추면,Verb,Red Velvet(레드벨벳),1
비춘,Verb,BTS(방탄소년단),1
비춘,Verb,EXO,2
비춘,Verb,Red Velvet(레드벨벳),2
비춘,Verb,SEVENTEEN(세븐틴),2
비춘,Verb,TWICE,2
비출,Verb,BTS(방탄소년단),1
비출게,Verb,BTS(방탄소년단),1
비출수록,Verb,TWICE,3
비춰,Verb,EXO,9
비춰,Verb,EXO-K,1
비춰,Verb,Red Velvet(레드벨벳),5
비춰,Verb,TWICE,6
비춰주겠지,Verb,EXO,1
비춰주길,Verb,SEVENTEEN(세븐틴),1
비춰주는,Verb,TWICE,3
비춰주던,Verb,EXO,1
비춰줄게,Verb,EXO,2
비춰줄게,Verb,SEVENTEEN(세븐틴),1
비춰줘,Verb,BTS(방탄소년단),1
비춰줘,Verb,Red Velvet(레드벨벳),2
비춰줘,Verb,TWICE,1
비췄으면,Verb,Red Velvet(레드벨벳),1
비치,Noun,SEVENTEEN(세븐틴),1
비치는,Verb,BTS(방탄소년단),1
비치는,Verb,EXO,1
비치는,Verb,SEVENTEEN(세븐틴),1
비친,Verb,BLACKPINK,1
비친,Verb,EXO,11
비친,Verb,EXO-K,2
비친,Verb,Red Velvet(레드벨벳),9
비친,Verb,SEVENTEEN(세븐틴),2
비친,Verb,TWICE,5
비침,Verb,BTS(방탄소년단),2
비켜,Verb,Red Velvet(레드벨벳),1
비켜,Verb,SEVENTEEN(세븐틴),5
비키니,Noun,BTS(방탄소년단),1
비트,Noun,BTS(방탄소년단),18
비트,Noun,TWICE,1
비틀,Noun,NCT U,3
비틀,Noun,Red Velvet(레드벨벳),1
비틀대며,Verb,BTS(방탄소년단),1
비틀대며,Verb,EXO,1
비틀려,Verb,EXO,1
비틀어지기,Verb,SEVENTEEN(세븐틴),1
비해,Verb,BTS(방탄소년단),4
비해,Verb,SEVENTEEN(세븐틴),1
비행,Noun,BTS(방탄소년단),4
비행기,Noun,BTS(방탄소년단),1
비행기,Noun,SEVENTEEN(세븐틴),1
비헴,Noun,BTS(방탄소년단),1
비현실적,Noun,BTS(방탄소년단),1
빅히트,Noun,BTS(방탄소년단),1
빅힛,Noun,BTS(방탄소년단),1
빈,Noun,BLACKPINK,2
빈,Noun,BTS(방탄소년단),9
빈,Noun,EXO,4
빈,Noun,Red Velvet(레드벨벳),3
빈,Noun,SEVENTEEN(세븐틴),9
빈자리,Noun,BLACKPINK,1
빈자리,Noun,BTS(방탄소년단),1
빈자리,Noun,EXO,2
빈집,Noun,SEVENTEEN(세븐틴),1
빈칸,Noun,BTS(방탄소년단),1
빈틈,Noun,EXO,1
빈틈,Noun,NCT,1
빈틈,Noun,TWICE,2
빌,Verb,BTS(방탄소년단),2
빌게,Verb,Red Velvet(레드벨벳),2
빌고,Verb,Red Velvet(레드벨벳),1
빌딩,Noun,BTS(방탄소년단),2
빌려,Verb,EXO,1
빌려요,Verb,EXO,1
빌어,Noun,BTS(방탄소년단),4
빌어,Noun,EXO,1
빌어,Noun,Red Velvet(레드벨벳),2
빌어,Noun,TWICE,2
빌어먹을,Noun,BTS(방탄소년단),2
빗,Noun,EXO,5
빗고,Verb,Red Velvet(레드벨벳),1
빗나가는가,Verb,EXO,3
빗물,Noun,BTS(방탄소년단),1
빗방울,Noun,BTS(방탄소년단),1
빗방울,Noun,NCT U,2
빗소릴,Noun,BTS(방탄소년단),1
빗속,Noun,NCT U,2
빗속,Noun,Red Velvet(레드벨벳),1
빗속,Noun,TWICE,3
빙,Noun,BTS(방탄소년단),1
빙그레,Noun,Red Velvet(레드벨벳),2
빙그르,Adverb,TWICE,1
빙그르르,Noun,TWICE,1
빙글,Adverb,TWICE,9
빙글빙글,Adverb,Red Velvet(레드벨벳),2
빙글빙글,Adverb,TWICE,9
빙빙,Noun,BTS(방탄소년단),2
빙빙,Noun,Red Velvet(레드벨벳),11
빙빙,Noun,SEVENTEEN(세븐틴),2
빙빙,Noun,TWICE,2
빙산,Noun,BTS(방탄소년단),1
빚,Noun,BTS(방탄소년단),9
빚,Noun,NCT U,1
빚,Noun,SEVENTEEN(세븐틴),2
빛,Noun,BLACKPINK,3
빛,Noun,BTS(방탄소년단),39
빛,Noun,BTS(방탄소년단) & Charli XCX,1
빛,Noun,BTS(방탄소년단) & Zara Larsson,1
빛,Noun,EXO,57
빛,Noun,EXO-K,2
빛,Noun,NCT 2018,1
빛,Noun,NCT DREAM,2
빛,Noun,NCT U,1
빛,Noun,Red Velvet(레드벨벳),53
빛,Noun,SEVENTEEN(세븐틴),20
빛,Noun,TWICE,30
빛,Noun,이현,2
빛과,Noun,BTS(방탄소년단),1
빛깔,Noun,Red Velvet(레드벨벳),1
빛나,Verb,BTS(방탄소년단),6
빛나,Verb,EXO,2
빛나,Verb,Red Velvet(레드벨벳),2
빛나,Verb,SEVENTEEN(세븐틴),5
빛나,Verb,TWICE,2
빛나게,Verb,Red Velvet(레드벨벳),1
빛나게,Verb,TWICE,1
빛나고,Verb,BTS(방탄소년단),1
빛나고,Verb,Red Velvet(레드벨벳),2
빛나고,Verb,SEVENTEEN(세븐틴),2
빛나고,Verb,TWICE,2
빛나는,Verb,BTS(방탄소년단),11
빛나는,Verb,EXO,22
빛나는,Verb,Red Velvet(레드벨벳),2
빛나는,Verb,SEVENTEEN(세븐틴),4
빛나는,Verb,TWICE,2
빛나는,Verb,이현,1
빛나는데,Verb,Red Velvet(레드벨벳),2
빛나니까,Verb,BTS(방탄소년단),2
빛나다,Verb,EXO,1
빛나던,Verb,EXO,1
빛나던,Verb,Red Velvet(레드벨벳),1
빛나면서도,Verb,BTS(방탄소년단),1
빛나서,Verb,BTS(방탄소년단),1
빛나야,Verb,BTS(방탄소년단),1
빛나잖아,Verb,EXO,1
빛나줘,Verb,EXO,1
빛나지,Verb,EXO,3
빛나지,Verb,Red Velvet(레드벨벳),1
빛난,Verb,EXO,4
빛난,Verb,Red Velvet(레드벨벳),4
빛난대,Verb,TWICE,1
빛날,Verb,BTS(방탄소년단),3
빛날,Verb,EXO,4
빛날거란다,Verb,BTS(방탄소년단),1
빛날래,Verb,TWICE,1
빛났다,Verb,EXO-K,1
빛났던,Verb,TWICE,1
빛났었던,Verb,EXO-K,1
빛내,Noun,SEVENTEEN(세븐틴),1
빛낼,Noun,SEVENTEEN(세븐틴),3
빛바,Noun,BTS(방탄소년단),1
빛바랜,Noun,EXO,1
빠,Noun,Red Velvet(레드벨벳),1
빠,Noun,SEVENTEEN(세븐틴),1
빠듯,Noun,BTS(방탄소년단),1
빠뜨린,Verb,TWICE,1
빠르게,Adjective,BLACKPINK,2
빠르게,Adjective,BTS(방탄소년단),1
빠르게,Adjective,NCT,1
빠르게,Adjective,NCT U,1
빠르게,Adjective,Red Velvet(레드벨벳),4
빠르게,Adjective,SEVENTEEN(세븐틴),4
빠르게,Adjective,TWICE,2
빠르게도,Adjective,NCT U,2
빠르니,Adjective,Red Velvet(레드벨벳),2
빠르지,Adjective,SEVENTEEN(세븐틴),1
빠른,Adjective,BTS(방탄소년단),3
빠른,Adjective,SEVENTEEN(세븐틴),4
빠름,Adjective,BLACKPINK,1
빠름,Adjective,BTS(방탄소년단),3
빠져,Verb,BTS(방탄소년단),21
빠져,Verb,EXO,13
빠져,Verb,EXO-K,3
빠져,Verb,NCT U,1
빠져,Verb,Red Velvet(레드벨벳),15
빠져,Verb,SEVENTEEN(세븐틴),2
빠져,Verb,TWICE,7
빠져가,Verb,EXO,8
빠져가는,Verb,TWICE,1
빠져나,Verb,TWICE,1
빠져나갈,Verb,EXO,1
빠져나오긴,Verb,SEVENTEEN(세븐틴),3
빠져나올,Verb,EXO,1
빠져나와,Verb,TWICE,1
빠져도,Verb,SEVENTEEN(세븐틴),1
빠져드는,Verb,BTS(방탄소년단),1
빠져들,Verb,NCT 127,1
빠져들게,Verb,TWICE,1
빠져들겠지,Verb,TWICE,1
빠져들고,Verb,EXO-K,1
빠져들면,Verb,TWICE,1
빠져들수록,Verb,TWICE,3
빠져들어,Verb,EXO,9
빠져들어,Verb,Red Velvet(레드벨벳),13
빠져들어,Verb,TWICE,5
빠져들어가,Verb,EXO,3
빠져들었고,Verb,EXO,2
빠져서,Verb,SEVENTEEN(세븐틴),4
빠져있네,Verb,Red Velvet(레드벨벳),4
빠져있어,Verb,BTS(방탄소년단),2
빠졌나,Verb,Red Velvet(레드벨벳),1
빠졌나,Verb,TWICE,1
빠졌다고,Verb,EXO,1
빠졌던,Verb,BTS(방탄소년단),1
빠졌던,Verb,EXO,1
빠졌던,Verb,Red Velvet(레드벨벳),3
빠졌어,Verb,EXO,1
빠졌으니까,Verb,TWICE,1
빠졌지,Verb,BTS(방탄소년단),1
빠지겠지,Verb,BTS(방탄소년단),1
빠지고,Verb,SEVENTEEN(세븐틴),1
빠지네,Verb,Red Velvet(레드벨벳),1
빠지는,Verb,TWICE,1
빠지면,Verb,TWICE,1
빠진,Verb,BTS(방탄소년단),1
빠진,Verb,EXO,4
빠진,Verb,NCT U,1
빠진,Verb,Red Velvet(레드벨벳),16
빠진,Verb,SEVENTEEN(세븐틴),1
빠질,Verb,BTS(방탄소년단),1
빠질,Verb,TWICE,4
빠질듯,Verb,SEVENTEEN(세븐틴),1
빠질래,Verb,Red Velvet(레드벨벳),1
빠질수록,Verb,EXO,1
빠짐,Verb,BTS(방탄소년단),2
빠짐,Verb,Red Velvet(레드벨벳),1
빠짐,Verb,SEVENTEEN(세븐틴),4
빠트린,Noun,EXO,1
빡,Noun,BTS(방탄소년단),3
빡빡,Noun,BTS(방탄소년단),1
빡빡,Noun,SEVENTEEN(세븐틴),1
빡세,Noun,BTS(방탄소년단),1
빤,Verb,BTS(방탄소년단),1
빤,Verb,EXO,1
빤,Verb,Red Velvet(레드벨벳),1
빤히,Verb,EXO,1
빤히,Verb,Red Velvet(레드벨벳),1
빤히,Verb,TWICE,2
빨,Noun,BLACKPINK,1
빨,Noun,Red Velvet(레드벨벳),1
빨,Noun,TWICE,2
빨간,Adjective,BLACKPINK,1
빨간,Adjective,BTS(방탄소년단),5
빨간,Adjective,Red Velvet(레드벨벳),20
빨간,Adjective,SEVENTEEN(세븐틴),1
빨간,Adjective,TWICE,4
빨간색,Noun,EXO,1
빨갛게,Adjective,Red Velvet(레드벨벳),1
빨갛게,Adjective,TWICE,4
빨갛다,Adjective,Red Velvet(레드벨벳),1
빨개져,Adjective,Red Velvet(레드벨벳),1
빨개져,Adjective,TWICE,1
빨개져도,Adjective,TWICE,1
빨개지는,Adjective,TWICE,2
빨개진,Adjective,Red Velvet(레드벨벳),8
빨라,Adjective,Red Velvet(레드벨벳),1
빨라져,Adjective,SEVENTEEN(세븐틴),1
빨라지고,Adjective,TWICE,3
빨라지는,Adjective,BTS(방탄소년단),1
빨라지는,Adjective,NCT U,1
빨라지는,Adjective,Red Velvet(레드벨벳),5
빨랐다,Adjective,EXO-K,1
빨랐던,Adjective,BLACKPINK,1
빨래,Noun,BTS(방탄소년단),1
빨러,Verb,BLACKPINK,1
빨러,Verb,BTS(방탄소년단),1
빨려,Verb,BTS(방탄소년단),1
빨려,Verb,Red Velvet(레드벨벳),4
빨려,Verb,TWICE,3
빨리,Adverb,BLACKPINK,3
빨리,Adverb,BTS(방탄소년단),14
빨리,Adverb,NCT U,1
빨리,Adverb,Red Velvet(레드벨벳),9
빨리,Adverb,SEVENTEEN(세븐틴),6
빨리,Adverb,TWICE,6
빨리,Adverb,예리 (YERI) & NCT,1
빨린,Noun,TWICE,1
빨주노초파남보,Noun,BTS(방탄소년단),1
빵,Noun,BTS(방탄소년단),1
빵빵,Noun,BTS(방탄소년단),3
빵빵,Noun,예리 (YERI) & NCT,1
빼,Noun,BLACKPINK,1
빼,Noun,Red Velvet(레드벨벳),1
빼고,Verb,EXO,3
빼고,Verb,TWICE,1
빼곡,Noun,BTS(방탄소년단),1
빼곡,Noun,SEVENTEEN(세븐틴),3
빼곤,Verb,BTS(방탄소년단),4
빼기,Noun,SEVENTEEN(세븐틴),1
빼낼,Noun,Red Velvet(레드벨벳),1
빼먹지,Verb,Red Velvet(레드벨벳),2
빼면,Verb,BTS(방탄소년단),1
빼앗고,Verb,SEVENTEEN(세븐틴),1
빼앗긴,Verb,Red Velvet(레드벨벳),1
뺀,Verb,BTS(방탄소년단),1
뺏,Verb,EXO,2
뺏기고,Verb,EXO,1
뺏기는,Verb,BTS(방탄소년단),1
뺏기는,Verb,TWICE,1
뺏기지,Verb,EXO,1
뺏긴,Verb,EXO,2
뺏긴,Verb,Red Velvet(레드벨벳),1
뺏길까,Verb,Red Velvet(레드벨벳),1
뺏을,Verb,EXO,1
뺏을,Verb,TWICE,2
뺏지,Verb,BLACKPINK,1
뺑끼,Noun,BTS(방탄소년단),1
뺨,Noun,EXO,3
뺨,Noun,Red Velvet(레드벨벳),1
뺨,Noun,TWICE,1
뻑,Noun,BTS(방탄소년단),1
뻑뻑,Noun,BTS(방탄소년단),1
뻔,Noun,BTS(방탄소년단),2
뻔,Noun,TWICE,3
뻔하게,Adjective,TWICE,1
뻔하게만,Adjective,TWICE,1
뻔하디,Adjective,BLACKPINK,1
뻔하디,Adjective,SEVENTEEN(세븐틴),4
뻔한,Adjective,BLACKPINK,1
뻔한,Adjective,BTS(방탄소년단),3
뻔한,Adjective,EXO,3
뻔한,Adjective,NCT 127,3
뻔한,Adjective,NCT U,1
뻔한,Adjective,SEVENTEEN(세븐틴),9
뻔한,Adjective,TWICE,4
뻔함에,Adjective,TWICE,1
뻔해,Adjective,BLACKPINK,2
뻔해,Adjective,EXO,1
뻔해,Adjective,Red Velvet(레드벨벳),1
뻔해,Adjective,SEVENTEEN(세븐틴),3
뻔해,Adjective,TWICE,2
뻔해졌지,Adjective,BTS(방탄소년단),1
뻔했던,Adjective,EXO,1
뻔히,Adjective,BTS(방탄소년단),1
뻔히,Adjective,TWICE,2
뻗고,Verb,BTS(방탄소년단),3
뻗는,Verb,EXO,1
뻗어,Verb,BLACKPINK,1
뻗어,Verb,BTS(방탄소년단),3
뻗어,Verb,EXO,2
뻗어,Verb,NCT U,4
뻗어,Verb,Red Velvet(레드벨벳),1
뻗어,Verb,SEVENTEEN(세븐틴),5
뻗어도,Verb,EXO,1
뻗으면,Verb,Red Velvet(레드벨벳),1
뻗으면서,Verb,EXO,1
뻗은,Verb,EXO,2
뻗은,Verb,TWICE,1
뻗을,Verb,Red Velvet(레드벨벳),1
뻥,Noun,BTS(방탄소년단),2
뻥,Noun,TWICE,1
뼈,Noun,BTS(방탄소년단),1
뼈,Noun,SEVENTEEN(세븐틴),1
뼘,Noun,EXO,3
뼛속,Noun,BLACKPINK,1
뽀뽀,Noun,BLACKPINK,1
뽀뽀,Noun,BTS(방탄소년단),1
뽐내,Verb,EXO,1
뽕,Noun,BTS(방탄소년단),1
뿌기,Noun,BTS(방탄소년단),1
뿌려도,Verb,TWICE,5
뿌리,Noun,BTS(방탄소년단),1
뿌리,Noun,Red Velvet(레드벨벳),1
뿌리,Noun,SEVENTEEN(세븐틴),1
뿌리겠지,Verb,BTS(방탄소년단),1
뿌릴,Verb,BTS(방탄소년단),1
뿌연,Adjective,BTS(방탄소년단),1
뿐,Noun,BTS(방탄소년단),26
뿐,Noun,EXO,4
뿐,Noun,NCT DREAM,1
뿐,Noun,Red Velvet(레드벨벳),8
뿐,Noun,SEVENTEEN(세븐틴),10
뿐,Noun,TWICE,13
뿐,Suffix,BTS(방탄소년단),19
뿐,Suffix,EXO,10
뿐,Suffix,EXO-K,1
뿐,Suffix,NCT DREAM,1
뿐,Suffix,NCT U,2
뿐,Suffix,Red Velvet(레드벨벳),6
뿐,Suffix,SEVENTEEN(세븐틴),7
뿐,Suffix,TWICE,9
뿐이다만,Adjective,BTS(방탄소년단),1
뿐이었던,Adjective,BTS(방탄소년단),1
뿐인,Adjective,BTS(방탄소년단),3
뿐인,Adjective,EXO,2
뿐인,Adjective,NCT U,1
뿐인,Adjective,Red Velvet(레드벨벳),2
뿐인,Adjective,SEVENTEEN(세븐틴),1
뿜어내고,Verb,EXO,1
뿜어내는,Verb,Red Velvet(레드벨벳),1
삐,Noun,BTS(방탄소년단),6
삐,Noun,NCT U,2
삐,Noun,SEVENTEEN(세븐틴),2
삐,Noun,TWICE,1
삐끗,Noun,BLACKPINK,1
삐끼,Noun,BTS(방탄소년단),1
삐뚤,Adjective,SEVENTEEN(세븐틴),1
삐뚤어지는,Verb,SEVENTEEN(세븐틴),1
삐뚤한,Adjective,SEVENTEEN(세븐틴),1
삐삐,Noun,BTS(방탄소년단),1
삐약,Noun,TWICE,1
삐졌는데,Adjective,TWICE,1
삐졌다가,Adjective,TWICE,1
삐치,Noun,BTS(방탄소년단),1
삘삘,Noun,BTS(방탄소년단),1
삣,Noun,BTS(방탄소년단),1
사,Modifier,BTS(방탄소년단),1
사,Modifier,NCT DREAM,1
사,Noun,BTS(방탄소년단),3
사,Noun,EXO,1
사,Noun,EXO-K,1
사,Noun,Red Velvet(레드벨벳),20
사,Noun,SEVENTEEN(세븐틴),1
사,Noun,TWICE,1
사각,Noun,Red Velvet(레드벨벳),1
사각,Noun,TWICE,1
사거리,Noun,BLACKPINK,1
사건,Noun,BTS(방탄소년단),1
사건,Noun,Red Velvet(레드벨벳),2
사계절,Noun,BLACKPINK,1
사계절,Noun,SEVENTEEN(세븐틴),1
사고,Noun,BTS(방탄소년단),2
사과,Noun,BTS(방탄소년단),2
사과,Noun,EXO,1
사과,Noun,Red Velvet(레드벨벳),4
사과,Noun,TWICE,3
사귀게,Verb,BTS(방탄소년단),1
사귀는,Verb,TWICE,1
사귀어,Verb,TWICE,1
사귈,Verb,BTS(방탄소년단),1
사기,Noun,BTS(방탄소년단),1
사기꾼,Noun,BTS(방탄소년단),1
사나,Noun,BTS(방탄소년단),1
사나워진다,Verb,EXO,3
사나이,Noun,BTS(방탄소년단),1
사냐,Verb,BTS(방탄소년단),1
사네,Verb,BTS(방탄소년단),1
사는,Verb,BTS(방탄소년단),8
사는,Verb,EXO,1
사는,Verb,EXO-K,1
사는,Verb,Red Velvet(레드벨벳),1
사는,Verb,SEVENTEEN(세븐틴),3
사는,Verb,TWICE,1
사는데,Verb,SEVENTEEN(세븐틴),1
사라,Noun,EXO,3
사라,Noun,Red Velvet(레드벨벳),3
사라다,Noun,BTS(방탄소년단),1
사라져,Verb,EXO,10
사라져,Verb,Red Velvet(레드벨벳),3
사라져,Verb,SEVENTEEN(세븐틴),2
사라져,Verb,TWICE,1
사라져가,Verb,EXO,1
사라져도,Verb,EXO,4
사라져도,Verb,NCT 127,1
사라져도,Verb,Red Velvet(레드벨벳),1
사라져도,Verb,TWICE,3
사라져서,Verb,SEVENTEEN(세븐틴),1
사라졌어,Verb,Red Velvet(레드벨벳),1
사라졌지,Verb,EXO,1
사라졌지,Verb,SEVENTEEN(세븐틴),1
사라지겠지,Verb,EXO,1
사라지고,Verb,BTS(방탄소년단),3
사라지고,Verb,EXO,2
사라지는,Verb,BTS(방탄소년단),1
사라지는,Verb,EXO,1
사라지는,Verb,Red Velvet(레드벨벳),1
사라지는,Verb,SEVENTEEN(세븐틴),1
사라지니,Verb,Red Velvet(레드벨벳),3
사라지려,Verb,BTS(방탄소년단),1
사라지면,Verb,Red Velvet(레드벨벳),1
사라지지,Verb,BTS(방탄소년단),1
사라지지,Verb,EXO,7
사라지지,Verb,SEVENTEEN(세븐틴),1
사라지지,Verb,TWICE,1
사라지진,Verb,BTS(방탄소년단),4
사라진,Verb,BTS(방탄소년단),2
사라진,Verb,EXO,5
사라진,Verb,SEVENTEEN(세븐틴),2
사라진다,Verb,EXO,1
사라질,Verb,EXO,3
사라질,Verb,SEVENTEEN(세븐틴),3
사라질까,Verb,Red Velvet(레드벨벳),1
사라질까,Verb,TWICE,1
사람,Noun,BLACKPINK,7
사람,Noun,BTS(방탄소년단),81
사람,Noun,BTS(방탄소년단) & Juice WRLD,2
사람,Noun,EXO,33
사람,Noun,EXO-K,3
사람,Noun,Red Velvet(레드벨벳),34
사람,Noun,SEVENTEEN(세븐틴),25
사람,Noun,TWICE,23
사람,Noun,옥상달빛,1
사람과,Noun,BTS(방탄소년단),1
사람인,Noun,EXO-K,3
사랑,Noun,BLACKPINK,24
사랑,Noun,BTS(방탄소년단),112
사랑,Noun,EXO,121
사랑,Noun,EXO-K,16
사랑,Noun,Halsey & SUGA & BTS,1
사랑,Noun,NCT U,1
사랑,Noun,Red Velvet(레드벨벳),78
사랑,Noun,SEVENTEEN(세븐틴),47
사랑,Noun,TWICE,46
사랑스러울,Adjective,TWICE,1
사랑스러워,Adjective,EXO,1
사랑스런,Adjective,EXO,2
사랑스런,Adjective,Red Velvet(레드벨벳),2
사랑스런,Adjective,TWICE,2
사로잡아,Verb,Red Velvet(레드벨벳),1
사로잡았어,Verb,Red Velvet(레드벨벳),1
사로잡을,Verb,Red Velvet(레드벨벳),5
사로잡혀,Verb,EXO,1
사로잡혀,Verb,Red Velvet(레드벨벳),1
사로잡혀,Verb,TWICE,1
사르르,Noun,Red Velvet(레드벨벳),1
사르르,Noun,TWICE,1
사르륵,Adverb,Red Velvet(레드벨벳),10
사막,Noun,BTS(방탄소년단),7
사막,Noun,EXO,1
사막,Noun,SEVENTEEN(세븐틴),1
사막,Noun,TWICE,1
사무치게,Verb,BTS(방탄소년단),1
사물놀이,Noun,BTS(방탄소년단),1
사방,Noun,BLACKPINK,1
사방,Noun,BTS(방탄소년단),7
사뿐사뿐,Adverb,SEVENTEEN(세븐틴),2
사뿐사뿐,Adverb,TWICE,2
사뿐히,Adjective,EXO,4
사뿐히,Adjective,Red Velvet(레드벨벳),6
사선,Noun,BTS(방탄소년단),1
사셔,Verb,BTS(방탄소년단),1
사소하지,Adjective,BTS(방탄소년단),1
사소한,Adjective,BTS(방탄소년단),3
사소한,Adjective,EXO,2
사소한,Adjective,NCT U,1
사소한,Adjective,Red Velvet(레드벨벳),2
사소한,Adjective,SEVENTEEN(세븐틴),1
사소한,Adjective,TWICE,1
사슬,Noun,EXO,1
사슴,Noun,EXO,1
사시,Noun,SEVENTEEN(세븐틴),2
사실,Noun,BLACKPINK,1
사실,Noun,BTS(방탄소년단),17
사실,Noun,BTS(방탄소년단) & Juice WRLD,1
사실,Noun,EXO,9
사실,Noun,Red Velvet(레드벨벳),12
사실,Noun,SEVENTEEN(세븐틴),5
사실,Noun,TWICE,12
사야,Verb,BTS(방탄소년단),1
사용,Noun,BTS(방탄소년단),1
사워,Verb,Red Velvet(레드벨벳),1
사윈,Verb,BTS(방탄소년단),1
사이,Noun,BTS(방탄소년단),13
사이,Noun,EXO,12
사이,Noun,EXO-K,2
사이,Noun,NCT 127,1
사이,Noun,NCT 2018,1
사이,Noun,NCT U,4
사이,Noun,Red Velvet(레드벨벳),15
사이,Noun,SEVENTEEN(세븐틴),21
사이,Noun,TWICE,6
사이즈,Noun,SEVENTEEN(세븐틴),1
사인,Noun,BTS(방탄소년단),1
사인,Noun,EXO,1
사인,Noun,Red Velvet(레드벨벳),5
사인회,Noun,BTS(방탄소년단),2
사일,Noun,BTS(방탄소년단),1
사일,Noun,Red Velvet(레드벨벳),1
사장,Noun,BTS(방탄소년단),1
사전,Noun,EXO,1
사전,Noun,SEVENTEEN(세븐틴),1
사정,Noun,BTS(방탄소년단),2
사줄,Verb,BTS(방탄소년단),1
사진,Noun,BTS(방탄소년단),7
사진,Noun,EXO,3
사진,Noun,NCT U,2
사진,Noun,Red Velvet(레드벨벳),1
사진,Noun,SEVENTEEN(세븐틴),4
사진첩,Noun,Red Velvet(레드벨벳),1
사철,Noun,SEVENTEEN(세븐틴),2
사체,Noun,Red Velvet(레드벨벳),2
사체,Noun,SEVENTEEN(세븐틴),1
사춘기,Noun,BTS(방탄소년단),1
사춘기,Noun,TWICE,1
사치,Noun,BTS(방탄소년단),4
사탄,Noun,BTS(방탄소년단),1
사탕,Noun,Red Velvet(레드벨벳),1
사탕,Noun,TWICE,3
사투리,Noun,BTS(방탄소년단),5
사표,Noun,Red Velvet(레드벨벳),1
사필귀정,Noun,BTS(방탄소년단),1
사해줘,Verb,BTS(방탄소년단),1
사회,Noun,BTS(방탄소년단),1
삭막한,Adjective,EXO-K,1
산,Noun,BTS(방탄소년단),4
